basket_id,Branch,Customer Name,Item Description,Qty,Price,Line Total,Is Cancellation,Is_Modifier
Conut - Tyre__Person_0131,Conut - Tyre,Person_0131,STRAWBERRY.,1.0,178783.78,178783.78,0,0
Conut - Tyre__Person_0131,Conut - Tyre,Person_0131,WHIPPED CREAM...,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0131,Conut - Tyre,Person_0131,WHIPPED CREAM...,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,"BROWNIES , (R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,CONUT PISTACHIO,1.0,1013108.11,1013108.11,0,0
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,CONUT TRIPLE CHOCOLATE,1.0,924378.38,924378.38,0,0
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,NO SPREAD..,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,NUTELLA SAUCE . (R),1.0,0.0,0.0,0,1
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,PISTACHIO TOPPING,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,"STRAWBERRY , (R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0132,Conut - Tyre,Person_0132,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,BROWNIES . (R),-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"CARAMEL SAUCE, (R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"CARAMEL SAUCE, (R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"CARAMEL SAUCE, (R)",-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"CARAMEL SAUCE, (R)",-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY BERRY MIX,-1.0,-1251486.48,1251486.48,1,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY BERRY MIX,1.0,1251486.48,1251486.48,0,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY THE ONE,-1.0,-1251486.48,1251486.48,1,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY THE ONE,-1.0,-1251486.48,1251486.48,1,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY TRIPLE CHOCOLATE,-1.0,-1311081.08,1311081.08,1,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,1311081.08,0,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CLASSIC CHIMNEY,1.0,595945.95,595945.95,0,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CLASSIC CHIMNEY,1.0,595945.95,595945.95,0,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CLASSIC CHIMNEY,-1.0,-595945.95,595945.95,1,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,CLASSIC CHIMNEY,-1.0,-595945.95,595945.95,1,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,DELIVERY CHARGE,-1.0,-238378.38,238378.38,1,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NO SPREAD,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NO SPREAD,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NO SPREAD,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NO SPREAD,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"NUTELLA SAUCE,(R)",-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"NUTELLA SAUCE,(R)",-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NUTELLA SPREAD CHIMNEY.,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NUTELLA SPREAD CHIMNEY.,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,NUTELLA SPREAD CHIMNEY.,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,PRESSED,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,PRESSED,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,PRESSED,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,PRESSED,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"STRAWBERRY,(R)",-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"STRAWBERRY,(R)",-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"WHIPPED CREAM ,",-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,"WHIPPED CREAM ,",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0133,Conut - Tyre,Person_0133,WHITE CHOCOLATE SPREAD CHIMNEY.,-1.0,0.0,-0.0,1,1
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,MINI BERRY MIX,1.0,507216.22,507216.22,0,0
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,MINI PISTACHIO,1.0,626405.41,626405.41,0,0
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,"NO SPREAD,.",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,"NUTELLA SAUCE ,(R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,NUTELLA SPREAD MINI.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,PISTACHIO TOPPING.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,STRAWBERRY .(R),1.0,0.0,0.0,0,1
Conut - Tyre__Person_0134,Conut - Tyre,Person_0134,WHIPPED CREAM .,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0135,Conut - Tyre,Person_0135,"CARAMEL SAUCE, (R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0135,Conut - Tyre,Person_0135,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut - Tyre__Person_0135,Conut - Tyre,Person_0135,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut - Tyre__Person_0135,Conut - Tyre,Person_0135,NUTELLA SAUCE.,1.0,178783.78,178783.78,0,0
Conut - Tyre__Person_0135,Conut - Tyre,Person_0135,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut - Tyre__Person_0135,Conut - Tyre,Person_0135,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0136,Conut - Tyre,Person_0136,WATER,1.0,79459.45,79459.45,0,0
Conut - Tyre__Person_0137,Conut - Tyre,Person_0137,CRISPY CREPE . (R),1.0,0.0,0.0,0,1
Conut - Tyre__Person_0137,Conut - Tyre,Person_0137,"CRUSHED LOTUS , (R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0137,Conut - Tyre,Person_0137,"CRUSHED OREO, (R)",1.0,0.0,0.0,0,1
Conut - Tyre__Person_0137,Conut - Tyre,Person_0137,ICE CREAM BOWL,1.0,595945.95,595945.95,0,0
Conut Jnah__Person_0017,Conut Jnah,Person_0017,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0017,Conut Jnah,Person_0017,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,1311081.08,0,0
Conut Jnah__Person_0017,Conut Jnah,Person_0017,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0017,Conut Jnah,Person_0017,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0017,Conut Jnah,Person_0017,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,BOSTON CHEESECAKE MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,BOSTON CHEESECAKE MINI,-1.0,0.0,-0.0,1,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,DELIVERY CHARGE,-1.0,-238378.38,238378.38,1,0
Conut Jnah__Person_0018,Conut Jnah,Person_0018,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0018,Conut Jnah,Person_0018,PISTACHIO MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,PISTACHIO MINI,-1.0,0.0,-0.0,1,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,THE ONE MINI,-1.0,0.0,-0.0,1,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,THE ONE MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,THE SHARING BOX.,1.0,1668648.66,1668648.66,0,0
Conut Jnah__Person_0018,Conut Jnah,Person_0018,THE SHARING BOX.,-1.0,-1668648.66,1668648.66,1,0
Conut Jnah__Person_0018,Conut Jnah,Person_0018,TRIPLE CHOCOLATE MINI,-1.0,0.0,-0.0,1,1
Conut Jnah__Person_0018,Conut Jnah,Person_0018,TRIPLE CHOCOLATE MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0019,Conut Jnah,Person_0019,"CARAMEL SAUCE, (R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0019,Conut Jnah,Person_0019,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0019,Conut Jnah,Person_0019,CLASSIC CHIMNEY,1.0,595945.95,595945.95,0,0
Conut Jnah__Person_0019,Conut Jnah,Person_0019,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0019,Conut Jnah,Person_0019,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0019,Conut Jnah,Person_0019,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0019,Conut Jnah,Person_0019,PRESSED,1.0,0.0,0.0,0,1
Conut Jnah__Person_0019,Conut Jnah,Person_0019,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0020,Conut Jnah,Person_0020,ADD ICE CREAM,1.0,476756.75,476756.75,0,0
Conut Jnah__Person_0020,Conut Jnah,Person_0020,CHIMNEY BERRY MIX,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0020,Conut Jnah,Person_0020,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08,1311081.08,0,0
Conut Jnah__Person_0020,Conut Jnah,Person_0020,CRUSHED LOTUS .(R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0020,Conut Jnah,Person_0020,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0020,Conut Jnah,Person_0020,ICE CREAM ON THE SIDE,1.0,0.0,0.0,0,1
Conut Jnah__Person_0020,Conut Jnah,Person_0020,"NO SPREAD,,",1.0,0.0,0.0,0,1
Conut Jnah__Person_0020,Conut Jnah,Person_0020,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0020,Conut Jnah,Person_0020,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0020,Conut Jnah,Person_0020,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0020,Conut Jnah,Person_0020,"WHIPPED CREAM ,",1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0021,Conut Jnah,Person_0021,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,1311081.08,0,0
Conut Jnah__Person_0021,Conut Jnah,Person_0021,CONUT BITES,1.0,655540.55,655540.55,0,0
Conut Jnah__Person_0021,Conut Jnah,Person_0021,CONUT BITES,1.0,655540.55,655540.55,0,0
Conut Jnah__Person_0021,Conut Jnah,Person_0021,DARK CHOCOLATE DIP.(R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0021,Conut Jnah,Person_0021,LOTUS DIP.(R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,NO SPREAD,1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,NO TOPPINGS,1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0021,Conut Jnah,Person_0021,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,"BROWNIES , (R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,CHIMNEY BERRY MIX,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0022,Conut Jnah,Person_0022,CONUT THE ONE,1.0,893918.92,893918.92,0,0
Conut Jnah__Person_0022,Conut Jnah,Person_0022,CONUT TRIPLE CHOCOLATE,1.0,924378.38,924378.38,0,0
Conut Jnah__Person_0022,Conut Jnah,Person_0022,"CRUSHED LOTUS , (R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0022,Conut Jnah,Person_0022,NUTELLA SAUCE . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,NUTELLA SAUCE . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,NUTELLA SPREAD CONUT.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,"WHIPPED CREAM ,",1.0,0.0,0.0,0,1
Conut Jnah__Person_0022,Conut Jnah,Person_0022,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0023,Conut Jnah,Person_0023,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0023,Conut Jnah,Person_0023,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0023,Conut Jnah,Person_0023,"CARAMEL SAUCE, (R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0023,Conut Jnah,Person_0023,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0023,Conut Jnah,Person_0023,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0023,Conut Jnah,Person_0023,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0023,Conut Jnah,Person_0023,"LOTUS SAUCE,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0023,Conut Jnah,Person_0023,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0023,Conut Jnah,Person_0023,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0023,Conut Jnah,Person_0023,STRAWBERRY.,1.0,178783.78,178783.78,0,0
Conut Jnah__Person_0024,Conut Jnah,Person_0024,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0024,Conut Jnah,Person_0024,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,1311081.08,0,0
Conut Jnah__Person_0024,Conut Jnah,Person_0024,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0024,Conut Jnah,Person_0024,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0024,Conut Jnah,Person_0024,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0025,Conut Jnah,Person_0025,CLASSIC CHIMNEY,1.0,595945.95,595945.95,0,0
Conut Jnah__Person_0025,Conut Jnah,Person_0025,CLASSIC CHIMNEY,1.0,595945.95,595945.95,0,0
Conut Jnah__Person_0025,Conut Jnah,Person_0025,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0025,Conut Jnah,Person_0025,REGULAR,1.0,0.0,0.0,0,1
Conut Jnah__Person_0025,Conut Jnah,Person_0025,REGULAR,1.0,0.0,0.0,0,1
Conut Jnah__Person_0025,Conut Jnah,Person_0025,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0025,Conut Jnah,Person_0025,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,BOSTON CHEESECAKE MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0026,Conut Jnah,Person_0026,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,1311081.08,0,0
Conut Jnah__Person_0026,Conut Jnah,Person_0026,CRUSHED OREO .(R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0026,Conut Jnah,Person_0026,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0026,Conut Jnah,Person_0026,NO SPREAD,1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,"NUTELLA SAUCE,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,NUTELLA SAUCE.,1.0,178783.78,178783.78,0,0
Conut Jnah__Person_0026,Conut Jnah,Person_0026,PISTACHIO MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,STRAWBERRY.,1.0,178783.78,178783.78,0,0
Conut Jnah__Person_0026,Conut Jnah,Person_0026,THE ONE MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,THE SHARING BOX.,1.0,1668648.66,1668648.66,0,0
Conut Jnah__Person_0026,Conut Jnah,Person_0026,TRIPLE CHOCOLATE MINI,1.0,0.0,0.0,0,1
Conut Jnah__Person_0026,Conut Jnah,Person_0026,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0027,Conut Jnah,Person_0027,CONUT BERRY MIX,1.0,893918.92,893918.92,0,0
Conut Jnah__Person_0027,Conut Jnah,Person_0027,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0027,Conut Jnah,Person_0027,NUTELLA SAUCE . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0027,Conut Jnah,Person_0027,NUTELLA SPREAD CONUT.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0027,Conut Jnah,Person_0027,"WHIPPED CREAM ,",1.0,0.0,0.0,0,1
Conut Jnah__Person_0028,Conut Jnah,Person_0028,"CARAMEL SAUCE, (R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0028,Conut Jnah,Person_0028,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0028,Conut Jnah,Person_0028,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0028,Conut Jnah,Person_0028,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0028,Conut Jnah,Person_0028,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0029,Conut Jnah,Person_0029,"CARAMEL SAUCE, (R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0029,Conut Jnah,Person_0029,CHIMNEY THE ONE,1.0,1251486.48,1251486.48,0,0
Conut Jnah__Person_0029,Conut Jnah,Person_0029,DELIVERY CHARGE,1.0,238378.38,238378.38,0,0
Conut Jnah__Person_0029,Conut Jnah,Person_0029,NUTELLA SPREAD CHIMNEY.,1.0,0.0,0.0,0,1
Conut Jnah__Person_0029,Conut Jnah,Person_0029,"STRAWBERRY,(R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0030,Conut Jnah,Person_0030,BROWNIES . (R),1.0,0.0,0.0,0,1
Conut Jnah__Person_0030,Conut Jnah,Person_0030,"CARAMEL SAUCE , (R)",1.0,0.0,0.0,0,1
Conut Jnah__Person_0030,Conut Jnah,Person_0030,CHIMNEY THE ORIGINAL,1.0,1191891.89,1191891.89,0,0
Conut Jnah__Person_0030,Conut Jnah,Person_0030,CONUT BERRY MIX,1.0,893918.92,893918.92,0,0
