report_date,context,section,item,delivery,table,take_away,total
30-Jan-26,,Person_0758,Person_0758,,,,3042900.0
30-Jan-26,,Person_0759,Person_0759,,,,2315250.0
30-Jan-26,,Person_0760,Person_0760,,,,2315250.0
30-Jan-26,,Person_0761,Person_0761,,,,4465860.0
30-Jan-26,,Person_0762,Person_0762,,,,2282910.0
30-Jan-26,,Person_0763,Person_0763,,,,4399710.0
30-Jan-26,,Person_0764,Person_0764,,,,3969000.0
30-Jan-26,,Person_0765,Person_0765,,,,1653750.0
30-Jan-26,,Person_0766,Person_0766,,,,2910600.0
30-Jan-26,,Person_0766,Person_0766,,,,1256850.0
30-Jan-26,,Person_0767,Person_0767,,,,2712150.0
30-Jan-26,,Person_0767,Person_0767,,,,4630500.0
30-Jan-26,,Person_0768,Person_0768,,,,2978220.0
30-Jan-26,,Person_0769,Person_0769,,,,12173069.9
30-Jan-26,,Person_0770,Person_0770,,,,2282910.0
30-Jan-26,,Person_0771,Person_0771,,,,2447550.0
30-Jan-26,,Person_0772,Person_0772,,,,1587600.0
30-Jan-26,,Person_0773,Person_0773,,,,1323000.0
30-Jan-26,,Person_0774,Person_0774,,,,6019650.0
30-Jan-26,,Person_0775,Person_0775,,,,1953630.0
30-Jan-26,,Person_0776,Person_0776,,,,1555260.0
30-Jan-26,,Person_0777,Person_0777,,,,3241349.9
30-Jan-26,,Person_0778,Person_0778,,,,1719900.0
30-Jan-26,,Person_0779,Person_0779,,,,2976750.0
30-Jan-26,,Person_0780,Person_0780,,,,3307499.9
30-Jan-26,,Person_0781,Person_0781,,,,2712149.9
30-Jan-26,,Person_0782,Person_0782,,,,3042900.0
30-Jan-26,,Person_0783,Person_0783,,,,1653750.0
30-Jan-26,,Person_0784,Person_0784,,,,2712150.0
30-Jan-26,,Person_0785,Person_0785,,,,2878260.0
30-Jan-26,,Person_0786,Person_0786,,,,2976750.0
30-Jan-26,,Person_0787,Person_0787,,,,2447550.0
30-Jan-26,,Person_0788,Person_0788,,,,1653750.0
30-Jan-26,,Person_0789,Person_0789,,,,2085930.0
30-Jan-26,,Person_0790,Person_0790,,,,1719900.0
30-Jan-26,,Person_0791,Person_0791,,,,2845920.0
30-Jan-26,,Person_0792,Person_0792,,,,0.0
30-Jan-26,,Person_0792,Person_0792,,,,1653750.0
30-Jan-26,,Person_0793,Person_0793,,,,1952159.9
30-Jan-26,,Person_0794,Person_0794,,,,2249100.0
30-Jan-26,,Person_0795,Person_0795,,,,4696649.9
30-Jan-26,,Person_0796,Person_0796,,,,3804360.0
30-Jan-26,,Person_0797,Person_0797,,,,2282910.0
30-Jan-26,,Person_0798,Person_0798,,,,3109049.9
30-Jan-26,,Person_0799,Person_0799,,,,1653750.0
30-Jan-26,,Person_0800,Person_0800,,,,3439800.0
30-Jan-26,,Person_0801,Person_0801,,,,2249099.9
30-Jan-26,,Person_0802,Person_0802,,,,2415210.0
30-Jan-26,,Person_0803,Person_0803,,,,2679810.0
30-Jan-26,,Person_0804,Person_0804,,,,3572099.9
30-Jan-26,,Person_0805,Person_0805,,,,2249100.0
30-Jan-26,,Person_0806,Person_0806,,,,4036620.0
30-Jan-26,,Person_0807,Person_0807,,,,1587600.0
30-Jan-26,,Person_0808,Person_0808,,,,1256850.0
30-Jan-26,,Person_0809,Person_0809,,,,1852199.9
30-Jan-26,,Person_0810,Person_0810,,,,1256850.0
30-Jan-26,,Person_0811,Person_0811,,,,1256850.0
30-Jan-26,,Person_0812,Person_0812,,,,2579850.0
30-Jan-26,,Person_0813,Person_0813,,,,2249099.9
30-Jan-26,,Person_0814,Person_0814,,,,1719900.0
30-Jan-26,,Person_0815,Person_0815,,,,2182949.9
30-Jan-26,,Person_0816,Person_0816,,,,1653750.0
30-Jan-26,,Person_0817,Person_0817,,,,2778300.0
30-Jan-26,,Person_0818,Person_0818,,,,3439799.9
30-Jan-26,,Person_0819,Person_0819,,,,3307499.9
30-Jan-26,,Person_0820,Person_0820,,,,1852199.9
30-Jan-26,,Person_0821,Person_0821,,,,5358150.0
30-Jan-26,,Person_0821,Person_0821,,,,3904320.0
30-Jan-26,,Person_0822,Person_0822,,,,2679810.0
30-Jan-26,,Person_0823,Person_0823,,,,2579850.0
30-Jan-26,,Person_0824,Person_0824,,,,2381400.0
30-Jan-26,,Person_0825,Person_0825,,,,3638250.0
30-Jan-26,,Person_0826,Person_0826,,,,2116800.0
30-Jan-26,,Person_0827,Person_0827,,,,1653750.0
30-Jan-26,,Person_0828,Person_0828,,,,1984499.9
30-Jan-26,,Person_0829,Person_0829,,,,4828950.0
30-Jan-26,,Person_0830,Person_0830,,,,1719900.0
30-Jan-26,,Person_0831,Person_0831,,,,1653750.0
30-Jan-26,,Person_0832,Person_0832,,,,1290660.0
30-Jan-26,,Person_0833,Person_0833,,,,2581320.0
30-Jan-26,,Person_0834,Person_0834,,,,3341310.0
30-Jan-26,,Person_0835,Person_0835,,,,4432049.9
30-Jan-26,,Person_0836,Person_0836,,,,1786050.0
30-Jan-26,,Person_0837,Person_0837,,,,0.0
30-Jan-26,,Person_0837,Person_0837,,,,9492524.9
30-Jan-26,,Person_0838,Person_0838,,,,7011899.9
30-Jan-26,,Person_0839,Person_0839,,,,7805700.0
30-Jan-26,,Person_0839,Person_0839,,,,0.0
30-Jan-26,,Person_0840,Person_0840,,,,0.0
30-Jan-26,,Person_0840,Person_0840,,,,4365900.0
30-Jan-26,,Person_0841,Person_0841,,,,4630499.9
30-Jan-26,,Person_0842,Person_0842,,,,1489110.0
30-Jan-26,,Person_0843,Person_0843,,,,4068960.0
30-Jan-26,,Person_0844,Person_0844,,,,2382870.0
30-Jan-26,,Person_0845,Person_0845,,,,2316720.0
30-Jan-26,,Person_0846,Person_0846,,,,8202600.0
30-Jan-26,,Person_0847,Person_0847,,,,3042900.0
30-Jan-26,,Person_0848,Person_0848,,,,6151949.9
30-Jan-26,,Person_0849,Person_0849,,,,0.0
30-Jan-26,,Person_0849,Person_0849,,,,2116800.0
30-Jan-26,,Person_0850,Person_0850,,,,4708409.9
30-Jan-26,,Person_0851,Person_0851,,,,1918349.9
30-Jan-26,,Person_0852,Person_0852,,,,3241349.9
30-Jan-26,,Person_0853,Person_0853,,,,2910600.0
30-Jan-26,,Person_0854,Person_0854,,,,1587600.0
30-Jan-26,,Person_0854,Person_0854,,,,3307500.0
30-Jan-26,,Person_0855,Person_0855,,,,3836699.9
30-Jan-26,,Person_0856,Person_0856,,,,1653750.0
30-Jan-26,,Person_0857,Person_0857,,,,4035150.0
30-Jan-26,,Person_0858,Person_0858,,,,926100.0
30-Jan-26,,Person_0859,Person_0859,,,,3770549.9
30-Jan-26,,Person_0860,Person_0860,,,,1587600.0
30-Jan-26,,Person_0861,Person_0861,,,,3042900.0
30-Jan-26,,Person_0862,Person_0862,,,,859949.99
30-Jan-26,,Person_0863,Person_0863,,,,0.0
30-Jan-26,,Person_0863,Person_0863,,,,1256850.0
30-Jan-26,,Person_0864,Person_0864,,,,5159700.0
30-Jan-26,,Person_0865,Person_0865,,,,2812110.0
30-Jan-26,,Person_0866,Person_0866,,,,2116800.0
30-Jan-26,,Person_0867,Person_0867,,,,4762799.9
30-Jan-26,,Person_0868,Person_0868,,,,1786050.0
30-Jan-26,,Person_0869,Person_0869,,,,0.0
30-Jan-26,,Person_0870,Person_0870,,,,3572099.9
30-Jan-26,,Person_0871,Person_0871,,,,1852199.9
30-Jan-26,,Person_0872,Person_0872,,,,2910600.0
30-Jan-26,,Person_0873,Person_0873,,,,3342780.0
30-Jan-26,,Person_0873,Person_0873,,,,3209009.9
30-Jan-26,,Person_0874,Person_0874,,,,2910600.0
30-Jan-26,,Person_0875,Person_0875,,,,5953500.0
30-Jan-26,,Person_0876,Person_0876,,,,4630499.9
30-Jan-26,,Person_0877,Person_0877,,,,2381399.9
30-Jan-26,,Person_0878,Person_0878,,,,7774829.9
30-Jan-26,,Person_0879,Person_0879,,,,3836699.9
30-Jan-26,,Person_0880,Person_0880,,,,1653750.0
30-Jan-26,,Person_0880,Person_0880,,,,2447550.0
30-Jan-26,,Person_0881,Person_0881,,,,2646000.0
30-Jan-26,,Person_0882,Person_0882,,,,1653750.0
30-Jan-26,,Person_0883,Person_0883,,,,5490450.0
30-Jan-26,,Person_0884,Person_0884,,,,5556600.0
30-Jan-26,,Person_0885,Person_0885,,,,2381400.0
30-Jan-26,,Person_0886,Person_0886,,,,1653750.0
30-Jan-26,,Person_0887,Person_0887,,,,1653750.0
30-Jan-26,,Person_0888,Person_0888,,,,1653750.0
30-Jan-26,,Person_0889,Person_0889,,,,1719900.0
30-Jan-26,,Person_0890,Person_0890,,,,1256850.0
30-Jan-26,,Person_0891,Person_0891,,,,2116799.9
30-Jan-26,,Person_0892,Person_0892,,,,2679810.0
30-Jan-26,,Person_0893,Person_0893,,,,1719900.0
30-Jan-26,,Person_0894,Person_0894,,,,1653750.0
30-Jan-26,,Person_0895,Person_0895,,,,1290660.0
30-Jan-26,,Person_0896,Person_0896,,,,1653750.0
30-Jan-26,,Person_0897,Person_0897,,,,5358149.9
30-Jan-26,,Person_0898,Person_0898,,,,3042900.0
30-Jan-26,,Person_0899,Person_0899,,,,2116800.0
30-Jan-26,,Person_0900,Person_0900,,,,2282910.0
30-Jan-26,,Person_0901,Person_0901,,,,3572099.9
30-Jan-26,,Person_0902,Person_0902,,,,0.0
30-Jan-26,,Person_0903,Person_0903,,,,0.0
30-Jan-26,,Person_0904,Person_0904,,,,4233600.0
30-Jan-26,,Person_0905,Person_0905,,,,926100.0
30-Jan-26,,Person_0906,Person_0906,,,,1653750.0
30-Jan-26,,Person_0907,Person_0907,,,,4598160.0
30-Jan-26,,Person_0907,Person_0907,,,,1256850.0
30-Jan-26,,Person_0908,Person_0908,,,,1653750.0
30-Jan-26,,Person_0909,Person_0909,,,,1819859.9
30-Jan-26,,Person_0910,Person_0910,,,,2415209.9
30-Jan-26,,Person_0911,Person_0911,,,,2282910.0
30-Jan-26,,Person_0912,Person_0912,,,,3572099.9
30-Jan-26,,Person_0913,Person_0913,,,,2282910.0
30-Jan-26,,Person_0914,Person_0914,,,,3836699.9
30-Jan-26,,Person_0915,Person_0915,,,,2182949.9
30-Jan-26,,Person_0916,Person_0916,,,,4365900.0
30-Jan-26,,Person_0917,Person_0917,,,,1719900.0
30-Jan-26,,Person_0918,Person_0918,,,,9824009.9
30-Jan-26,,Person_0919,Person_0919,,,,1555260.0
30-Jan-26,,Person_0920,Person_0920,,,,3307499.9
30-Jan-26,,Person_0921,Person_0921,,,,1653750.0
30-Jan-26,,Person_0922,Person_0922,,,,1786050.0
30-Jan-26,,Person_0923,Person_0923,,,,3373649.9
30-Jan-26,,Person_0924,Person_0924,,,,3010560.0
30-Jan-26,,Person_0925,Person_0925,,,,0.0
30-Jan-26,,Person_0926,Person_0926,,,,3505949.9
30-Jan-26,,Person_0927,Person_0927,,,,1422960.0
30-Jan-26,,Person_0928,Person_0928,,,,3042900.0
30-Jan-26,,Person_0929,Person_0929,,,,1653750.0
30-Jan-26,,Person_0930,Person_0930,,,,4233600.0
30-Jan-26,,Person_0931,Person_0931,,,,1653750.0
30-Jan-26,,Person_0932,Person_0932,,,,0.0
30-Jan-26,,Person_0933,Person_0933,,,,1521450.0
30-Jan-26,,Person_0934,Person_0934,,,,3439800.0
30-Jan-26,,Person_0935,Person_0935,,,,2447550.0
30-Jan-26,,Person_0936,Person_0936,,,,3505949.9
30-Jan-26,,Person_0937,Person_0937,,,,2713620.0
30-Jan-26,,Person_0938,Person_0938,,,,3836699.9
30-Jan-26,,Person_0939,Person_0939,,,,1256850.0
30-Jan-26,,Person_0940,Person_0940,,,,1256850.0
30-Jan-26,,Person_0941,Person_0941,,,,5193510.0
30-Jan-26,,Person_0942,Person_0942,,,,3373649.9
30-Jan-26,,Person_0943,Person_0943,,,,3342780.0
30-Jan-26,,Person_0944,Person_0944,,,,3969000.0
30-Jan-26,,Person_0945,Person_0945,,,,4499670.0
30-Jan-26,,Person_0946,Person_0946,,,,1653750.0
30-Jan-26,,Person_0947,Person_0947,,,,2646000.0
30-Jan-26,,Person_0948,Person_0948,,,,3241350.0
30-Jan-26,,Person_0949,Person_0949,,,,1653750.0
30-Jan-26,,Person_0950,Person_0950,,,,3307499.9
30-Jan-26,,Person_0951,Person_0951,,,,2979690.0
30-Jan-26,,Person_0952,Person_0952,,,,1719900.0
30-Jan-26,,Person_0953,Person_0953,,,,2216760.0
30-Jan-26,,Person_0954,Person_0954,,,,1323000.0
30-Jan-26,,Person_0955,Person_0955,,,,1653750.0
30-Jan-26,,Person_0955,Person_0955,,,,2910599.9
30-Jan-26,,Person_0956,Person_0956,,,,2116800.0
30-Jan-26,,Person_0957,Person_0957,,,,3042900.0
30-Jan-26,,Person_0958,Person_0958,,,,1587600.0
30-Jan-26,,Person_0959,Person_0959,,,,4564349.9
30-Jan-26,,Person_0960,Person_0960,,,,2745960.0
30-Jan-26,,Person_0961,Person_0961,,,,2978220.0
30-Jan-26,,Person_0962,Person_0962,,,,2216760.0
30-Jan-26,,Person_0963,Person_0963,,,,1918349.9
30-Jan-26,,Person_0964,Person_0964,,,,3605910.0
30-Jan-26,,Person_0965,Person_0965,,,,1786050.0
30-Jan-26,,Person_0966,Person_0966,,,,2712150.0
30-Jan-26,,Person_0967,Person_0967,,,,2712150.0
30-Jan-26,,Person_0968,Person_0968,,,,3638249.9
30-Jan-26,,Person_0969,Person_0969,,,,2116800.0
30-Jan-26,,Person_0970,Person_0970,,,,2282910.0
30-Jan-26,,Person_0971,Person_0971,,,,1653750.0
30-Jan-26,,Person_0972,Person_0972,,,,1985970.0
30-Jan-26,,Person_0973,Person_0973,,,,3175199.9
30-Jan-26,,Person_0974,Person_0974,,,,1256850.0
30-Jan-26,,Person_0974,Person_0974,,,,1852199.9
30-Jan-26,,Person_0975,Person_0975,,,,2249099.9
30-Jan-26,,Person_0976,Person_0976,,,,1256850.0
30-Jan-26,,Person_0977,Person_0977,,,,2910600.0
30-Jan-26,,Person_0978,Person_0978,,,,8170260.0
30-Jan-26,,Person_0979,Person_0979,,,,2844450.0
30-Jan-26,,Person_0980,Person_0980,,,,2381400.0
30-Jan-26,,Person_0981,Person_0981,,,,1587600.0
30-Jan-26,,Person_0982,Person_0982,,,,19977300.0
30-Jan-26,,Person_0983,Person_0983,,,,3042900.0
30-Jan-26,,Person_0984,Person_0984,,,,3241349.9
30-Jan-26,,Person_0985,Person_0985,,,,1653750.0
30-Jan-26,,Person_0986,Person_0986,,,,1719900.0
30-Jan-26,,Person_0987,Person_0987,,,,3638249.9
30-Jan-26,,Person_0988,Person_0988,,,,6419490.0
30-Jan-26,,Person_0989,Person_0989,,,,1256850.0
30-Jan-26,,Person_0990,Person_0990,,,,2349060.0
30-Jan-26,,Person_0991,Person_0991,,,,4035150.0
30-Jan-26,,Person_0992,Person_0992,,,,3211950.0
30-Jan-26,,Person_0993,Person_0993,,,,2150609.9
30-Jan-26,,Person_0994,Person_0994,,,,2579850.0
30-Jan-26,,Person_0995,Person_0995,,,,3109049.9
30-Jan-26,,Person_0996,Person_0996,,,,1653750.0
30-Jan-26,,Person_0997,Person_0997,,,,1256850.0
30-Jan-26,,Person_0998,Person_0998,,,,2182949.9
30-Jan-26,,Person_0999,Person_0999,,,,1653750.0
30-Jan-26,,Person_1000,Person_1000,,,,1719900.0
30-Jan-26,,Person_1001,Person_1001,,,,2116800.0
30-Jan-26,,Person_1002,Person_1002,,,,1984500.0
30-Jan-26,,Person_1003,Person_1003,,,,3109050.0
30-Jan-26,,Person_1004,Person_1004,,,,3308970.0
30-Jan-26,,Person_1005,Person_1005,,,,0.0
30-Jan-26,,Person_1006,Person_1006,,,,2844450.0
30-Jan-26,,Person_1007,Person_1007,,,,2150609.9
30-Jan-26,,Person_1008,Person_1008,,,,1653750.0
30-Jan-26,,Person_1009,Person_1009,,,,5225850.0
30-Jan-26,,Person_1010,Person_1010,,,,3307499.9
30-Jan-26,,Person_1011,Person_1011,,,,2712150.0
30-Jan-26,,Person_1012,Person_1012,,,,2976750.0
30-Jan-26,,Person_1013,Person_1013,,,,2315250.0
30-Jan-26,,Person_1014,Person_1014,,,,3109049.9
30-Jan-26,,Person_1015,Person_1015,,,,5291999.9
30-Jan-26,,Person_1016,Person_1016,,,,2712150.0
30-Jan-26,,Person_1017,Person_1017,,,,1653750.0
30-Jan-26,,Person_1018,Person_1018,,,,3109049.9
30-Jan-26,,Person_1019,Person_1019,,,,2679810.0
30-Jan-26,,Person_1020,Person_1020,,,,7939469.9
30-Jan-26,,Person_1021,Person_1021,,,,2745960.0
30-Jan-26,,Person_1022,Person_1022,,,,1852199.9
30-Jan-26,,Person_1023,Person_1023,,,,3439800.0
30-Jan-26,,Person_1024,Person_1024,,,,4299749.9
30-Jan-26,,Person_1025,Person_1025,,,,1653750.0
30-Jan-26,,Person_1026,Person_1026,,,,2381400.0
30-Jan-26,,Person_1027,Person_1027,,,,7641059.9
30-Jan-26,,Person_1028,Person_1028,,,,2315250.0
30-Jan-26,,Person_1029,Person_1029,,,,6450360.0
30-Jan-26,,Person_1030,Person_1030,,,,3770550.0
30-Jan-26,,Person_1031,Person_1031,,,,6019649.9
30-Jan-26,,Person_1032,Person_1032,,,,2249099.9
30-Jan-26,,Person_1033,Person_1033,,,,1653750.0
30-Jan-26,,Person_1034,Person_1034,,,,1124550.0
30-Jan-26,,Person_1035,Person_1035,,,,1455299.99
30-Jan-26,,Person_1036,Person_1036,,,,2249100.0
30-Jan-26,,Person_1037,Person_1037,,,,3209010.0
30-Jan-26,,Person_1037,Person_1037,,,,2416680.0
30-Jan-26,,Person_1038,Person_1038,,,,1653750.0
30-Jan-26,,Person_1039,Person_1039,,,,2084460.0
30-Jan-26,,Person_1040,Person_1040,,,,1653750.0
30-Jan-26,,Person_1041,Person_1041,,,,2745960.0
30-Jan-26,,Person_1042,Person_1042,,,,3307500.0
30-Jan-26,,Person_1043,Person_1043,,,,2349060.0
30-Jan-26,,Person_1044,Person_1044,,,,1852199.9
30-Jan-26,,Person_1045,Person_1045,,,,2249100.0
30-Jan-26,,Person_1046,Person_1046,,,,3770549.9
30-Jan-26,,Person_1047,Person_1047,,,,2116800.0
30-Jan-26,,Person_1048,Person_1048,,,,2712150.0
30-Jan-26,,Person_1049,Person_1049,,,,4167450.0
30-Jan-26,,Person_1050,Person_1050,,,,2778300.0
30-Jan-26,,Person_1050,Person_1050,,,,2613660.0
30-Jan-26,,Person_1051,Person_1051,,,,1719900.0
30-Jan-26,,Person_1052,Person_1052,,,,3705870.0
30-Jan-26,,Person_1053,Person_1053,,,,3109049.9
30-Jan-26,,Person_1054,Person_1054,,,,2384340.0
30-Jan-26,,Person_1055,Person_1055,,,,4432049.9
30-Jan-26,,Person_1056,Person_1056,,,,2712150.0
30-Jan-26,,Person_1057,Person_1057,,,,3042900.0
30-Jan-26,,Person_1058,Person_1058,,,,4233600.0
30-Jan-26,,Person_1059,Person_1059,,,,1852199.9
30-Jan-26,,Person_1060,Person_1060,,,,1719900.0
30-Jan-26,,Person_1061,Person_1061,,,,2381400.0
30-Jan-26,,Person_1062,Person_1062,,,,4002810.0
30-Jan-26,,Person_1063,Person_1063,,,,3373649.9
30-Jan-26,,Person_1064,Person_1064,,,,1587600.0
30-Jan-26,,Person_1065,Person_1065,,,,3012029.9
30-Jan-26,,Person_1066,Person_1066,,,,0.0
30-Jan-26,,Person_1067,Person_1067,,,,2249100.0
30-Jan-26,,Person_1068,Person_1068,,,,1653750.0
30-Jan-26,,Person_1069,Person_1069,,,,3672060.0
30-Jan-26,,Person_1070,Person_1070,,,,2481360.0
30-Jan-26,,Person_1071,Person_1071,,,,1323000.0
30-Jan-26,,Person_1072,Person_1072,,,,2447550.0
30-Jan-26,,Person_1073,Person_1073,,,,2944410.0
30-Jan-26,,Person_1074,Person_1074,,,,1653750.0
30-Jan-26,,Person_1075,Person_1075,,,,1719900.0
30-Jan-26,,Person_1076,Person_1076,,,,4333560.0
30-Jan-26,,Person_1077,Person_1077,,,,3109049.9
30-Jan-26,,Person_1078,Person_1078,,,,1323000.0
30-Jan-26,,Person_1079,Person_1079,,,,5161170.0
30-Jan-26,,Person_1080,Person_1080,,,,1719900.0
30-Jan-26,,Person_1081,Person_1081,,,,2910600.0
30-Jan-26,,Person_1082,Person_1082,,,,2116800.0
30-Jan-26,,Person_1083,Person_1083,,,,2249100.0
30-Jan-26,,Person_1084,Person_1084,,,,5159699.9
30-Jan-26,,Person_1085,Person_1085,,,,1290660.0
30-Jan-26,,Person_1086,Person_1086,,,,2249100.0
30-Jan-26,,Person_1087,Person_1087,,,,2182950.0
30-Jan-26,,Person_1088,Person_1088,,,,5755050.0
30-Jan-26,,Person_1089,Person_1089,,,,4630499.9
30-Jan-26,,Person_1090,Person_1090,,,,2315250.0
30-Jan-26,,Person_1091,Person_1091,,,,1323000.0
30-Jan-26,,Person_1092,Person_1092,,,,1653750.0
30-Jan-26,,Person_1093,Person_1093,,,,6879600.0
30-Jan-26,,Person_1094,Person_1094,,,,1389150.0
30-Jan-26,,Person_1095,Person_1095,,,,3241349.9
30-Jan-26,,Person_1096,Person_1096,,,,3675000.0
30-Jan-26,,Person_1097,Person_1097,,,,5225850.0
30-Jan-26,,Person_1098,Person_1098,,,,2249100.0
30-Jan-26,,Person_1099,Person_1099,,,,2679810.0
30-Jan-26,,Person_1100,Person_1100,,,,1256850.0
30-Jan-26,,Person_1101,Person_1101,,,,4233600.0
30-Jan-26,,Person_1102,Person_1102,,,,0.0
30-Jan-26,,Person_1103,Person_1103,,,,3076710.0
30-Jan-26,,Person_1104,Person_1104,,,,2679810.0
30-Jan-26,,Person_1105,Person_1105,,,,3505949.9
30-Jan-26,,Person_1106,Person_1106,,,,3505950.0
30-Jan-26,,Person_1107,Person_1107,,,,6019650.0
30-Jan-26,,Person_1108,Person_1108,,,,2579850.0
